Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Percent Electric Vehicles
May 31 2017,Cascade,MT,Passenger,0,1,1,31,3.12
May 31 2017,Missoula,MT,Passenger,1,0,1,20,4.76
May 31 2017,Cumberland,NC,Passenger,1,0,1,432,0.23
May 31 2017,Bergen,NJ,Passenger,0,2,2,7,22.22
May 31 2017,Elko,NV,Passenger,0,1,1,1,50.00
May 31 2017,Jefferson,NY,Passenger,0,1,1,166,0.60
May 31 2017,Monroe,NY,Passenger,1,0,1,17,5.56
May 31 2017,New York,NY,Passenger,0,1,1,53,1.85
May 31 2017,Saratoga,NY,Passenger,1,0,1,65,1.52
May 31 2017,Clackamas,OR,Passenger,1,0,1,144,0.69
May 31 2017,Marion,OR,Passenger,1,0,1,75,1.32
May 31 2017,Washington,OR,Passenger,0,1,1,281,0.35
May 31 2017,Northampton,PA,Passenger,1,0,1,117,0.85
May 31 2017,Montgomery,TN,Passenger,1,0,1,132,0.75
May 31 2017,Bexar,TX,Passenger,1,0,1,526,0.19
May 31 2017,Dallas,TX,Passenger,0,1,1,63,1.56
May 31 2017,Nueces,TX,Passenger,1,0,1,59,1.67
May 31 2017,Travis,TX,Passenger,0,1,1,60,1.64
May 31 2017,Salt Lake,UT,Passenger,0,1,1,118,0.84
May 31 2017,Arlington,VA,Passenger,0,1,1,106,0.93
May 31 2017,Fairfax,VA,Passenger,1,4,5,511,0.97
May 31 2017,Prince William,VA,Passenger,0,2,2,179,1.10
May 31 2017,Virginia Beach City,VA,Passenger,1,0,1,354,0.28
May 31 2017,,WA,Passenger,0,1,1,44,2.22
May 31 2017,,WA,Truck,0,0,0,13,0.00
May 31 2017,Adams,WA,Passenger,3,3,6,12577,0.05
May 31 2017,Adams,WA,Truck,0,0,0,5281,0.00
May 31 2017,Asotin,WA,Passenger,6,4,10,12702,0.08
May 31 2017,Asotin,WA,Truck,0,0,0,6805,0.00
May 31 2017,Benton,WA,Passenger,151,145,296,131093,0.23
May 31 2017,Benton,WA,Truck,0,0,0,41298,0.00
May 31 2017,Chelan,WA,Passenger,67,41,108,53423,0.20
May 31 2017,Chelan,WA,Truck,0,0,0,21961,0.00
May 31 2017,Clallam,WA,Passenger,88,78,166,49774,0.33
May 31 2017,Clallam,WA,Truck,0,0,0,21756,0.00
May 31 2017,Clark,WA,Passenger,788,519,1307,303988,0.43
May 31 2017,Clark,WA,Truck,0,0,0,79690,0.00
May 31 2017,Columbia,WA,Passenger,0,1,1,2376,0.04
May 31 2017,Columbia,WA,Truck,0,0,0,1567,0.00
May 31 2017,Cowlitz,WA,Passenger,51,58,109,70976,0.15
May 31 2017,Cowlitz,WA,Truck,0,0,0,28844,0.00
May 31 2017,Douglas,WA,Passenger,35,23,58,27296,0.21
May 31 2017,Douglas,WA,Truck,0,0,0,11810,0.00
May 31 2017,Ferry,WA,Passenger,2,2,4,4510,0.09
May 31 2017,Ferry,WA,Truck,0,0,0,3689,0.00
May 31 2017,Franklin,WA,Passenger,28,45,73,56744,0.13
May 31 2017,Franklin,WA,Truck,0,0,0,18644,0.00
May 31 2017,Garfield,WA,Passenger,0,0,0,1320,0.00
May 31 2017,Garfield,WA,Truck,0,0,0,967,0.00
May 31 2017,Grant,WA,Passenger,25,34,59,62880,0.09
May 31 2017,Grant,WA,Truck,0,0,0,26542,0.00
May 31 2017,Grays Harbor,WA,Passenger,34,40,74,46260,0.16
May 31 2017,Grays Harbor,WA,Truck,0,0,0,20818,0.00
May 31 2017,Island,WA,Passenger,119,146,265,63288,0.42
May 31 2017,Island,WA,Truck,0,0,0,21588,0.00
May 31 2017,Jefferson,WA,Passenger,104,62,166,24453,0.67
May 31 2017,Jefferson,WA,Truck,0,0,0,9678,0.00
May 31 2017,King,WA,Passenger,9802,4322,14124,1381791,1.01
May 31 2017,King,WA,Truck,8,1,9,190009,0.00
May 31 2017,Kitsap,WA,Passenger,619,322,941,178988,0.52
May 31 2017,Kitsap,WA,Truck,1,0,1,54126,0.00
May 31 2017,Kittitas,WA,Passenger,29,19,48,29037,0.17
May 31 2017,Kittitas,WA,Truck,0,0,0,14309,0.00
May 31 2017,Klickitat,WA,Passenger,23,29,52,15162,0.34
May 31 2017,Klickitat,WA,Truck,0,0,0,8284,0.00
May 31 2017,Lewis,WA,Passenger,53,51,104,57510,0.18
May 31 2017,Lewis,WA,Truck,0,0,0,26199,0.00
May 31 2017,Lincoln,WA,Passenger,0,4,4,7683,0.05
May 31 2017,Lincoln,WA,Truck,0,0,0,4599,0.00
May 31 2017,Mason,WA,Passenger,60,69,129,45263,0.28
May 31 2017,Mason,WA,Truck,0,0,0,20233,0.00
May 31 2017,Okanogan,WA,Passenger,3,20,23,26760,0.09
May 31 2017,Okanogan,WA,Truck,0,0,0,17100,0.00
May 31 2017,Pacific,WA,Passenger,9,8,17,15620,0.11
May 31 2017,Pacific,WA,Truck,0,0,0,7808,0.00
May 31 2017,Pend Oreille,WA,Passenger,3,2,5,9574,0.05
May 31 2017,Pend Oreille,WA,Truck,0,0,0,5834,0.00
May 31 2017,Pierce,WA,Passenger,931,906,1837,539528,0.34
May 31 2017,Pierce,WA,Truck,0,0,0,142199,0.00
May 31 2017,San Juan,WA,Passenger,114,44,158,14079,1.11
May 31 2017,San Juan,WA,Truck,0,0,0,5767,0.00
May 31 2017,Skagit,WA,Passenger,144,122,266,90568,0.29
May 31 2017,Skagit,WA,Truck,1,0,1,32539,0.00
May 31 2017,Skamania,WA,Passenger,8,6,14,8699,0.16
May 31 2017,Skamania,WA,Truck,0,0,0,4024,0.00
May 31 2017,Snohomish,WA,Passenger,1770,954,2724,522828,0.52
May 31 2017,Snohomish,WA,Truck,1,0,1,125458,0.00
May 31 2017,Spokane,WA,Passenger,254,254,508,305789,0.17
May 31 2017,Spokane,WA,Truck,1,0,1,94514,0.00
May 31 2017,Stevens,WA,Passenger,9,24,33,31667,0.10
May 31 2017,Stevens,WA,Truck,0,0,0,18815,0.00
May 31 2017,Thurston,WA,Passenger,406,370,776,191889,0.40
May 31 2017,Thurston,WA,Truck,0,0,0,55193,0.00
May 31 2017,Wahkiakum,WA,Passenger,1,3,4,2799,0.14
May 31 2017,Wahkiakum,WA,Truck,0,0,0,1622,0.00
May 31 2017,Walla Walla,WA,Passenger,21,27,48,35703,0.13
May 31 2017,Walla Walla,WA,Truck,0,0,0,13676,0.00
May 31 2017,Whatcom,WA,Passenger,476,188,664,145756,0.45
May 31 2017,Whatcom,WA,Truck,2,0,2,42665,0.00
May 31 2017,Whitman,WA,Passenger,9,22,31,22506,0.14
May 31 2017,Whitman,WA,Truck,0,0,0,8679,0.00
May 31 2017,Yakima,WA,Passenger,44,63,107,163127,0.07
May 31 2017,Yakima,WA,Truck,0,0,0,59385,0.00
May 31 2017,Dane,WI,Passenger,1,0,1,87,1.14
June 30 2017,Russell,AL,Passenger,1,0,1,32,3.03
June 30 2017,Baxter,AR,Passenger,0,1,1,0,100.00
June 30 2017,Pima,AZ,Passenger,0,1,1,163,0.61
June 30 2017,Alameda,CA,Passenger,1,1,2,174,1.14
June 30 2017,Orange,CA,Passenger,0,1,1,298,0.33
June 30 2017,San Diego,CA,Passenger,1,1,2,1660,0.12
June 30 2017,Ventura,CA,Passenger,0,1,1,231,0.43
June 30 2017,El Paso,CO,Passenger,1,1,2,457,0.44
June 30 2017,New London,CT,Passenger,0,1,1,163,0.61
June 30 2017,District Of Columbia,DC,Passenger,0,1,1,156,0.64
June 30 2017,Duval,FL,Passenger,1,0,1,182,0.55
June 30 2017,Miami-Dade,FL,Passenger,0,1,1,74,1.33
June 30 2017,Okaloosa,FL,Passenger,1,0,1,81,1.22
June 30 2017,Cobb,GA,Passenger,0,1,1,30,3.23
June 30 2017,Dekalb,GA,Passenger,1,0,1,41,2.38
June 30 2017,Fulton,GA,Passenger,0,1,1,48,2.04
June 30 2017,Honolulu,HI,Passenger,0,1,1,252,0.40
June 30 2017,Madison,ID,Passenger,1,0,1,17,5.56
June 30 2017,Hardin,KY,Passenger,0,1,1,83,1.19
June 30 2017,Nantucket,MA,Passenger,1,0,1,2,33.33
June 30 2017,Anne Arundel,MD,Passenger,0,1,1,372,0.27
June 30 2017,Calvert,MD,Passenger,0,1,1,45,2.17
June 30 2017,Howard,MD,Passenger,0,1,1,70,1.41
June 30 2017,Ottawa,MI,Passenger,0,1,1,9,10.00
June 30 2017,Wayne,MI,Passenger,0,1,1,27,3.57
June 30 2017,Jackson,MO,Passenger,1,0,1,32,3.03
June 30 2017,Cascade,MT,Passenger,0,1,1,30,3.23
June 30 2017,Missoula,MT,Passenger,1,0,1,19,5.00
June 30 2017,Cumberland,NC,Passenger,1,0,1,415,0.24
June 30 2017,Bergen,NJ,Passenger,0,2,2,7,22.22
June 30 2017,Elko,NV,Passenger,0,1,1,1,50.00
June 30 2017,Jefferson,NY,Passenger,0,1,1,160,0.62
June 30 2017,New York,NY,Passenger,0,1,1,53,1.85
June 30 2017,Saratoga,NY,Passenger,1,0,1,64,1.54
June 30 2017,Marion,OR,Passenger,1,0,1,68,1.45
June 30 2017,Washington,OR,Passenger,0,1,1,260,0.38
June 30 2017,Northampton,PA,Passenger,1,0,1,97,1.02
June 30 2017,Montgomery,TN,Passenger,1,0,1,130,0.76
June 30 2017,Bexar,TX,Passenger,1,0,1,489,0.20
June 30 2017,Dallas,TX,Passenger,0,1,1,59,1.67
June 30 2017,Nueces,TX,Passenger,1,0,1,57,1.72
June 30 2017,Travis,TX,Passenger,0,1,1,53,1.85
June 30 2017,Salt Lake,UT,Passenger,0,1,1,108,0.92
June 30 2017,Arlington,VA,Passenger,0,1,1,102,0.97
June 30 2017,Fairfax,VA,Passenger,1,4,5,504,0.98
June 30 2017,Prince William,VA,Passenger,0,2,2,175,1.13
June 30 2017,Virginia Beach City,VA,Passenger,1,0,1,344,0.29
June 30 2017,,WA,Passenger,0,1,1,45,2.17
June 30 2017,,WA,Truck,0,0,0,14,0.00
June 30 2017,Adams,WA,Passenger,3,3,6,12605,0.05
June 30 2017,Adams,WA,Truck,0,0,0,5302,0.00
June 30 2017,Asotin,WA,Passenger,6,4,10,12773,0.08
June 30 2017,Asotin,WA,Truck,0,0,0,6819,0.00
June 30 2017,Benton,WA,Passenger,151,146,297,131330,0.23
June 30 2017,Benton,WA,Truck,0,0,0,41381,0.00
June 30 2017,Chelan,WA,Passenger,73,42,115,53605,0.21
June 30 2017,Chelan,WA,Truck,0,0,0,22026,0.00
June 30 2017,Clallam,WA,Passenger,93,80,173,49931,0.35
June 30 2017,Clallam,WA,Truck,0,0,0,21800,0.00
June 30 2017,Clark,WA,Passenger,803,535,1338,304836,0.44
June 30 2017,Clark,WA,Truck,0,0,0,79762,0.00
June 30 2017,Columbia,WA,Passenger,1,1,2,2367,0.08
June 30 2017,Columbia,WA,Truck,0,0,0,1564,0.00
June 30 2017,Cowlitz,WA,Passenger,50,69,119,71140,0.17
June 30 2017,Cowlitz,WA,Truck,0,0,0,28895,0.00
June 30 2017,Douglas,WA,Passenger,37,25,62,27350,0.23
June 30 2017,Douglas,WA,Truck,0,0,0,11834,0.00
June 30 2017,Ferry,WA,Passenger,2,2,4,4495,0.09
June 30 2017,Ferry,WA,Truck,0,0,0,3677,0.00
June 30 2017,Franklin,WA,Passenger,27,46,73,56919,0.13
June 30 2017,Franklin,WA,Truck,0,0,0,18694,0.00
June 30 2017,Garfield,WA,Passenger,0,0,0,1330,0.00
June 30 2017,Garfield,WA,Truck,0,0,0,976,0.00
June 30 2017,Grant,WA,Passenger,25,37,62,63074,0.10
June 30 2017,Grant,WA,Truck,0,0,0,26564,0.00
June 30 2017,Grays Harbor,WA,Passenger,37,42,79,46529,0.17
June 30 2017,Grays Harbor,WA,Truck,0,0,0,20825,0.00
June 30 2017,Island,WA,Passenger,123,153,276,63582,0.43
June 30 2017,Island,WA,Truck,0,0,0,21587,0.00
June 30 2017,Jefferson,WA,Passenger,105,64,169,24498,0.69
June 30 2017,Jefferson,WA,Truck,0,0,0,9683,0.00
June 30 2017,King,WA,Passenger,10043,4387,14430,1381059,1.03
June 30 2017,King,WA,Truck,8,1,9,189576,0.00
June 30 2017,Kitsap,WA,Passenger,628,338,966,179722,0.53
June 30 2017,Kitsap,WA,Truck,1,0,1,54280,0.00
June 30 2017,Kittitas,WA,Passenger,28,20,48,29244,0.16
June 30 2017,Kittitas,WA,Truck,0,0,0,14347,0.00
June 30 2017,Klickitat,WA,Passenger,24,29,53,15178,0.35
June 30 2017,Klickitat,WA,Truck,0,0,0,8289,0.00
June 30 2017,Lewis,WA,Passenger,55,52,107,57689,0.19
June 30 2017,Lewis,WA,Truck,0,0,0,26229,0.00
June 30 2017,Lincoln,WA,Passenger,0,4,4,7711,0.05
June 30 2017,Lincoln,WA,Truck,0,0,0,4574,0.00
June 30 2017,Mason,WA,Passenger,63,70,133,45438,0.29
June 30 2017,Mason,WA,Truck,0,0,0,20249,0.00
June 30 2017,Okanogan,WA,Passenger,4,21,25,26772,0.09
June 30 2017,Okanogan,WA,Truck,0,0,0,17101,0.00
June 30 2017,Pacific,WA,Passenger,10,8,18,15631,0.12
June 30 2017,Pacific,WA,Truck,0,0,0,7822,0.00
June 30 2017,Pend Oreille,WA,Passenger,4,2,6,9588,0.06
June 30 2017,Pend Oreille,WA,Truck,0,0,0,5838,0.00
June 30 2017,Pierce,WA,Passenger,959,926,1885,539882,0.35
June 30 2017,Pierce,WA,Truck,0,0,0,142186,0.00
June 30 2017,San Juan,WA,Passenger,117,45,162,14121,1.13
June 30 2017,San Juan,WA,Truck,0,0,0,5763,0.00
June 30 2017,Skagit,WA,Passenger,149,125,274,90781,0.30
June 30 2017,Skagit,WA,Truck,1,0,1,32597,0.00
June 30 2017,Skamania,WA,Passenger,8,6,14,8742,0.16
June 30 2017,Skamania,WA,Truck,0,0,0,4040,0.00
June 30 2017,Snohomish,WA,Passenger,1825,990,2815,523647,0.53
June 30 2017,Snohomish,WA,Truck,1,0,1,125502,0.00
June 30 2017,Spokane,WA,Passenger,262,251,513,306249,0.17
June 30 2017,Spokane,WA,Truck,1,0,1,94757,0.00
June 30 2017,Stevens,WA,Passenger,10,24,34,31738,0.11
June 30 2017,Stevens,WA,Truck,0,0,0,18839,0.00
June 30 2017,Thurston,WA,Passenger,415,374,789,192594,0.41
June 30 2017,Thurston,WA,Truck,0,0,0,55279,0.00
June 30 2017,Wahkiakum,WA,Passenger,1,3,4,2787,0.14
June 30 2017,Wahkiakum,WA,Truck,0,0,0,1624,0.00
June 30 2017,Walla Walla,WA,Passenger,24,28,52,35711,0.15
June 30 2017,Walla Walla,WA,Truck,0,0,0,13670,0.00
June 30 2017,Whatcom,WA,Passenger,482,198,680,146231,0.46
June 30 2017,Whatcom,WA,Truck,2,0,2,42773,0.00
June 30 2017,Whitman,WA,Passenger,9,21,30,22559,0.13
June 30 2017,Whitman,WA,Truck,0,0,0,8704,0.00
June 30 2017,Yakima,WA,Passenger,48,65,113,163292,0.07
June 30 2017,Yakima,WA,Truck,0,0,0,59518,0.00
June 30 2017,Dane,WI,Passenger,1,0,1,71,1.39
July 31 2017,Russell,AL,Passenger,1,0,1,31,3.12
July 31 2017,Baxter,AR,Passenger,0,1,1,0,100.00
July 31 2017,Pima,AZ,Passenger,0,1,1,155,0.64
July 31 2017,Alameda,CA,Passenger,1,1,2,168,1.18
July 31 2017,Monterey,CA,Passenger,0,1,1,146,0.68
July 31 2017,Orange,CA,Passenger,0,1,1,290,0.34
July 31 2017,San Diego,CA,Passenger,1,1,2,1606,0.12
July 31 2017,El Paso,CO,Passenger,1,0,1,434,0.23
July 31 2017,New London,CT,Passenger,0,1,1,155,0.64
July 31 2017,District Of Columbia,DC,Passenger,0,1,1,148,0.67
July 31 2017,Duval,FL,Passenger,1,0,1,176,0.56
July 31 2017,Miami-Dade,FL,Passenger,0,1,1,73,1.35
July 31 2017,Okaloosa,FL,Passenger,1,0,1,79,1.25
July 31 2017,Cobb,GA,Passenger,0,1,1,29,3.33
July 31 2017,Dekalb,GA,Passenger,1,0,1,40,2.44
July 31 2017,Fulton,GA,Passenger,0,1,1,46,2.13
July 31 2017,Honolulu,HI,Passenger,0,1,1,235,0.42
July 31 2017,Madison,ID,Passenger,1,0,1,16,5.88
July 31 2017,Leavenworth,KS,Passenger,0,1,1,96,1.03
July 31 2017,Hardin,KY,Passenger,0,1,1,81,1.22
July 31 2017,Nantucket,MA,Passenger,1,0,1,2,33.33
July 31 2017,Anne Arundel,MD,Passenger,0,1,1,372,0.27
July 31 2017,Calvert,MD,Passenger,0,1,1,45,2.17
July 31 2017,Howard,MD,Passenger,0,1,1,69,1.43
July 31 2017,Ottawa,MI,Passenger,0,1,1,8,11.11
July 31 2017,Wayne,MI,Passenger,0,1,1,26,3.70
July 31 2017,Jackson,MO,Passenger,1,0,1,31,3.12
July 31 2017,Missoula,MT,Passenger,1,0,1,18,5.26
July 31 2017,Bergen,NJ,Passenger,0,2,2,6,25.00
July 31 2017,Elko,NV,Passenger,0,1,1,1,50.00
July 31 2017,Jefferson,NY,Passenger,0,1,1,156,0.64
July 31 2017,New York,NY,Passenger,0,1,1,52,1.89
July 31 2017,Saratoga,NY,Passenger,1,0,1,63,1.56
July 31 2017,Marion,OR,Passenger,1,0,1,63,1.56
July 31 2017,Washington,OR,Passenger,0,1,1,248,0.40
July 31 2017,Montgomery,TN,Passenger,1,0,1,125,0.79
July 31 2017,Bexar,TX,Passenger,1,0,1,436,0.23
July 31 2017,Dallas,TX,Passenger,0,1,1,57,1.72
July 31 2017,Nueces,TX,Passenger,1,0,1,55,1.79
July 31 2017,Travis,TX,Passenger,0,1,1,50,1.96
July 31 2017,Arlington,VA,Passenger,0,1,1,100,0.99
July 31 2017,Fairfax,VA,Passenger,1,3,4,489,0.81
July 31 2017,Prince William,VA,Passenger,0,2,2,174,1.14
July 31 2017,Virginia Beach City,VA,Passenger,1,0,1,335,0.30
July 31 2017,,WA,Passenger,0,1,1,50,1.96
July 31 2017,,WA,Truck,0,0,0,15,0.00
July 31 2017,Adams,WA,Passenger,4,3,7,12615,0.06
July 31 2017,Adams,WA,Truck,0,0,0,5325,0.00
